"tag=""%""@2024-05-10T12:47:59.115";D_A4A8733F-EFE4-4DF2-B5A7-6C719EDB0920;Am Kamin;49867;sie hat sich ja gar nicht verheiratet.;"– Du lügst ja; ***sie hat sich ja gar nicht verheiratet.***«
»Nicht? –";24307;24345;C_72D314F8-278E-4CE9-8D27-C4406EAFD0CC;Am Kamin Default Annotations;/0;;"#5CFF09";CATMA_5A6684D8-F6EF-400B-9314-217F943F6907;;;
"tag=""%""@2024-05-10T12:47:59.115";D_A4A8733F-EFE4-4DF2-B5A7-6C719EDB0920;Am Kamin;49867;Aber zwei andre Fragen treten bei dieser Geschichte, an deren Wahrheit ich keinen Grund zu zweifeln habe, wenigstens an mich noch näher heran.;"leider keine Antwort geben.
***Aber zwei andre Fragen treten bei dieser Geschichte, an deren Wahrheit ich keinen Grund zu zweifeln habe, wenigstens an mich noch näher heran.*** War der eine Traum nur";31038;31180;C_72D314F8-278E-4CE9-8D27-C4406EAFD0CC;Am Kamin Default Annotations;/1;;"#FF1763";CATMA_083F4CCF-5D4F-4334-9B4C-6257FC317C31;;;
"tag=""%""@2024-05-10T12:47:59.115";D_A4A8733F-EFE4-4DF2-B5A7-6C719EDB0920;Am Kamin;49867;er war überzeugt, daß kein Mensch dem Medizinalrate seinen heimlichen Besitz verraten haben konnte.;"Der Professor wurde bestürzt; ***er war überzeugt, daß kein Mensch dem Medizinalrate seinen heimlichen Besitz verraten haben konnte.*** Aber er gestand demselben,";48442;48541;C_72D314F8-278E-4CE9-8D27-C4406EAFD0CC;Am Kamin Default Annotations;/1;;"#FF1763";CATMA_31DB89DB-AAE9-4797-BFA2-F70A05172A5E;;;
"tag=""%""@2024-05-10T12:47:59.115";D_A4A8733F-EFE4-4DF2-B5A7-6C719EDB0920;Am Kamin;49867;"Desto mehr gab es für uns zu tun; denn wodurch ließe sich ein tanzlustiges Offizierskorps wohl entmutigen.";"wie ein große Gruft. ***Desto mehr gab es für uns zu tun; denn wodurch ließe sich ein tanzlustiges Offizierskorps wohl entmutigen.*** Es gab indessen ein neues";38530;38636;C_72D314F8-278E-4CE9-8D27-C4406EAFD0CC;Am Kamin Default Annotations;/0;;"#5CFF09";CATMA_7ADBC8DE-E8F7-4B0D-B272-349769C26D0A;;;
"tag=""%""@2024-05-10T12:47:59.115";D_CE1325BC-52B8-4CE9-BF7A-7B1BE08AE563;Tatsachen im Falle Waldemar;21089;Als dies geschehen war, war es genau Mitternacht, und ich ersuchte die anwesenden Herren, den Zustand Herrn Waldemars zu prüfen.;"erhöht in den Kissen.
***Als dies geschehen war, war es genau Mitternacht, und ich ersuchte die anwesenden Herren, den Zustand Herrn Waldemars zu prüfen.*** Nach kurzer Untersuchung erklärten sie";9980;10108;C_E16D3F6F-023D-4332-BAFF-64BF1A3F184B;Tatsachen im Falle Waldemar Default Annotations;/1;;"#FF1763";CATMA_4D9E3B96-C9A7-42B4-AFFE-0A651115B87F;;;
"tag=""%""@2024-05-10T12:47:59.115";D_CE1325BC-52B8-4CE9-BF7A-7B1BE08AE563;Tatsachen im Falle Waldemar;21089;da mir das aber infolge mangelnder Energie vollständig mißlang, änderte ich meine Maßnahmen und bemühte mich ebenso eifrig, ihn zu erwecken.;"Patienten wieder zu beruhigen; ***da mir das aber infolge mangelnder Energie vollständig mißlang, änderte ich meine Maßnahmen und bemühte mich ebenso eifrig, ihn zu erwecken.*** Ich sah bald, daß";20217;20357;C_E16D3F6F-023D-4332-BAFF-64BF1A3F184B;Tatsachen im Falle Waldemar Default Annotations;/1;;"#FF1763";CATMA_2FDA289B-700F-4E52-8CDE-9519124CC77A;;;
"tag=""%""@2024-05-10T12:47:59.115";D_A4A8733F-EFE4-4DF2-B5A7-6C719EDB0920;Am Kamin;49867;es ist mir allerdings etwas eingefallen, das sich dem vorhin Erzählten anschließt, nur daß es noch um einen Schritt darüber hinausgeht.;"Sie haben nicht fehlgesehen; ***es ist mir allerdings etwas eingefallen, das sich dem vorhin Erzählten anschließt, nur daß es noch um einen Schritt darüber hinausgeht.***«
»Wir sind bereit";37056;37191;C_72D314F8-278E-4CE9-8D27-C4406EAFD0CC;Am Kamin Default Annotations;/0;;"#5CFF09";CATMA_531C5072-A1E0-46A7-8383-9F4B6070F7AC;;;
"tag=""%""@2024-05-10T12:47:59.115";D_A4A8733F-EFE4-4DF2-B5A7-6C719EDB0920;Am Kamin;49867;Eine unumgängliche Reparatur war Veranlassung, daß wir auf den Saal des Kasinos verzichteten und uns nach einem andern Lokal umtun mußten.;und gern getanzt hatten. ***Eine unumgängliche Reparatur war Veranlassung, daß wir auf den Saal des Kasinos verzichteten und uns nach einem andern Lokal umtun mußten.*** Das hatte indessen in B;37472;37610;C_72D314F8-278E-4CE9-8D27-C4406EAFD0CC;Am Kamin Default Annotations;/0;;"#5CFF09";CATMA_07B1493A-790F-4994-B580-3756945F6BDA;;;
"tag=""%""@2024-05-10T12:47:59.115";D_A4A8733F-EFE4-4DF2-B5A7-6C719EDB0920;Am Kamin;49867;" ich trabte auf allen vieren, während der Junge schreiend vor mir herlief.‹";"den kleinen Peter fressen;*** ich trabte auf allen vieren, während der Junge schreiend vor mir herlief.‹*** – ›Hu! –";2572;2647;C_72D314F8-278E-4CE9-8D27-C4406EAFD0CC;Am Kamin Default Annotations;/1;;"#FF1763";CATMA_4C5DE0B7-1964-4223-B2C3-9E25C0361E33;;;
"tag=""%""@2024-05-10T12:47:59.115";D_A4A8733F-EFE4-4DF2-B5A7-6C719EDB0920;Am Kamin;49867;Die Herren wollten dieselbe zwar nur als ein Beruhigungsmittel gelten lassen, wie solches dem Kranken wohl ohne weitere Absicht gegeben wird, indessen schließlich mußten sie mir dennoch versprechen, von weiterem Verfahren abzustehen und die herausgenommenen Teile in den Körper zurückzulegen.;gegebene feierliche Zusage mit. ***Die Herren wollten dieselbe zwar nur als ein Beruhigungsmittel gelten lassen, wie solches dem Kranken wohl ohne weitere Absicht gegeben wird, indessen schließlich mußten sie mir dennoch versprechen, von weiterem Verfahren abzustehen und die herausgenommenen Teile in den Körper zurückzulegen.*** Ich verließ sie dann und;45531;45823;C_72D314F8-278E-4CE9-8D27-C4406EAFD0CC;Am Kamin Default Annotations;/0;;"#5CFF09";CATMA_540664D5-B6CE-4A06-8F94-A467A7A3A0E4;;;
